ID Code,Supplier,Fragrance Name,Base,Signal Word,CLP Data,Contains,Warning,Pictogram
4C1001,4 Candles,Air Fresh,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","Linalool, Eugenol, Cinnamaldehyde)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1002,4 Candles,Alien,10% NH,Warning,"H317, H412, P102, P302+P352, P333+P313, P501","Benzyl salicylate, IsoE Super, Cashmeran, Ethyl linalool; Iso-E Super, Cashmeran, Ethyl linalool, Schiff base, Piperonal, Coumarin, Geranyl acetate, Geraniol, Helional, Cedrol methyl ether, Trimofix)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
4C1003,4 Candles,All1,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","alpha-methyl-1,3benzodioxole-5-propionaldehyde, Iso-E Super, linalyl acetate, Eugenol, Citronellol, Coumarin, Geraniol, d-Limonene, Linalool)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1004,4 Candles,Aloe Vera,10% NH,Warning,"H412, P102, P501","4tert-butylcyclohexyl acetate, Benzyl benzoate, Benzyl salicylate, Citronellol, Geraniol, Linalool, alpha-Hexylcinnamaldehyde, d-Limonene",Harmful to aquatic life with long lasting effects.,
4C1005,4 Candles,Amelie Mae Style Range,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","linalyl acetate, Ethyl methylphenylglycidate, geraniol, citronellol, coumarin, Benzyl benzoate)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1006,4 Candles,Angels,10% NH,Warning,"H412, P102, P501","linalyl acetate, Isolongifolene ketone, 3,7Dimethyl-1,6-nonadien-3-ol, 4-Methoxy-alphamethylbenzenepropanal, Linalool, Lemon oil terpenes, Coumarin, alpha-Hexylcinnamaldehyde",Harmful to aquatic life with long lasting effects.,
4C1007,4 Candles,Aniseed,10% NH,Warning,"H317, H412, P102, P302+P352, P333+P313, P501","1-(1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone, trans-Anethole, Linalool, Couarin, Benzyl benzoate)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
4C1008,4 Candles,Antique Sandalwood Style Range,10% NH,,"H411, P102, P273, P501","Linalool, Patchouli oil, alpha-isomethyl ionone, beta-Ionone, Acetyl cedrane, Hexyl cinnamaldehyde, Benzyl benzoate, Cedarwood oil Texas)",Toxic to aquatic life with long lasting effects.,GHS09
4C1009,4 Candles,Apple Caress,10% NH,,"H411, H412, P102, P273, P501","Verdox, Citronellyl acetate; Verdox, Citronellyl acetate, Benzyl alcohol",Toxic to aquatic life with long lasting effects. Harmful to aquatic life with long lasting effects.,GHS09
4C1010,4 Candles,Apple Style Range,10% NH,,"H411, P102, P273, P501","2,4-Dimethyl-3cyclohexen-1-carboxaldehyde, Isocyclocitral, Benzyl alcohol, Benzyl benzoate",Toxic to aquatic life with long lasting effects.,GHS09
4C1011,4 Candles,Apricot Monoi,10% NH,,"H411, H412, P102, P273, P501","Benzyl benzoate, Linalool; Benzyl benzoate, Linalool, Coumarin, alpha-hexyl Cinnamaldehyde, Cyclamen aldehyde, Piperonal",Toxic to aquatic life with long lasting effects. Harmful to aquatic life with long lasting effects.,GHS09
4C1012,4 Candles,Apricot Style Range,10% NH,,,,,
4C1013,4 Candles,Aqua Joy,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","Acetyl cedrene, alpha-methyl-1,3benzodioxole-5-propionaldehyde, Iso-E Super, 3,7-Dimethyl-1,6-nonadien-3-ol, linalyl acetate, alpha-iso-methyl ionone, Linalool)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1014,4 Candles,Aromatic Wood,10% NH,,,,,
4C1015,4 Candles,Asian Amber Style Range,10% NH,Warning,"H317, H412, P102, P302+P352, P333+P313, P501","beta-Pinene, cyclamen aldehyde, linalyl acetate, Methyl atrarate, Vertofix, alpha-iso-methyl ionone, Citronellol, Hydroxy citronellal, Geraniol, Eugenol, Benzyl alcohol, Benzyl benzoate, alpha-Hexylcinnamaldehyde, Linalool, Amyl cinnamal, d-Limonene)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
4C1016,4 Candles,Avobath Style Range,10% NH,Warning,"H317, P102, P302+P352, P333+P313, P501","geranyl acetate, Linalool, Geraniol)",May cause an allergic skin reaction.,GHS07
4C1017,4 Candles,Baby Blue Style Range,10% NH,Warning,"H317, H411, H412, P102, P273, P302+P352, P333+P313, P501","Benzyl benzoate, Coumarin, Geraniol, Citronellol, Guaiac wood oil) (Benzyl benzoate) WARNING Toxic to aquatic life with long lasting effects; Coumarin, Geraniol, Citronellol, Guaiac wood oil, Piperonal, Benzyl salicylate, Cedarwood oil terpenes, Methyl cinnamate, Hexyl cinnamaldehyde, alpha-iso-methyl ionone) (Benzyl benzoate, Coumarin) WARNING May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects. Harmful to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1018,4 Candles,Baby Lotion Style Range,10% NH,,,,,
4C1019,4 Candles,Baby Powder,10% NH,Warning,"H317, H412, P102, P302+P352, P333+P313, P501","Formaldehyde cyclododecyl ethyl acetal, Linalyl acetate, Acetyl cedrene, methyl cinnamate, 4-tert-butylcyclohexyl acetate , Benzyl benzoate, Geraniol, alpha-iso-methyl ionone, dLimonene, Benzyl cinnamate, Linalool, Coumarin, Citronellol, alpha-Hexylcinnamaldehyde)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
4C1020,4 Candles,Bakewell Tart Style Range,10% NH,,"H411, P102, P273, P501","d-Limonene, methyl cyclo myrcetone, Coumarin, Linalool, Benzyl benzoate)",Toxic to aquatic life with long lasting effects.,GHS09
4C1021,4 Candles,Bamboo,10% NH,,,,,
4C1022,4 Candles,Bamboo & Cedar,10% NH,Warning,"H317, H400, H410, H411, P102, P273, P302+P352, P333+P313, P501","linalyl acetate, 4-tertButylcyclohexyl acetate, d-Limonene, Citral, Benzyl benzoate, Linalool, Coumarin, Citronellol, alpha-Hexylcinnamaldehyde)",May cause an allergic skin reaction. Very toxic to aquatic life. Very toxic to aquatic life with long lasting effects. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1023,4 Candles,Banana,10% NH,Warning,"P102, P501","piperonal, Ethyl methylphenylglycidate, Eugenol, Coumarin",,
4C1024,4 Candles,Banana Nut Bread Style Range,10% NH,,"H411, P102, P273, P501","Veratraldehyde, Cinnamaldehyde, Benzyl benzoate)",Toxic to aquatic life with long lasting effects.,GHS09
4C1025,4 Candles,Basil & Herb Style Range,10% NH,Warning,"H317, H412, P102, P302+P352, P333+P313, P501","Methyl chavicol, Hivertal, Linalool, Thymol, Geranyl acetate)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
4C1026,4 Candles,Bayberry Style Range,10% NH,Warning,"H317, H412, P102, P302+P352, P333+P313, P501","Acetyl cedrene, Cedrol methyl ether, Cinnamyl alcohol, Coumarin, Benzyl benzoate, d-Limonene, Cinnamaldehyde, Eugenol)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
4C1027,4 Candles,Belle,10% NH,,"H412, P102, P501","Linalyl acetate, Iso-E super, Linalool, Cedrol methyl ether, Trimofix, Benzyl salicylate, Lemon oil, Helional, d-Limonene",Harmful to aquatic life with long lasting effects.,
4C1028,4 Candles,Bergamot,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501",Citral),May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1029,4 Candles,Bergamot Verbena Style Range,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","2,4-Dimethyl-3-cyclohexen-1carboxaldehyde, Iso-E Super, linalyl acetate, Citral, Geraniol, Citronellol, alpha-Hexylcinnamaldehyde, linalool, Benzyl benzoate)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1030,4 Candles,Black Cherry Style Range,10% NH,,,,,
4C1031,4 Candles,Black Pearl Orchid Style Range,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","Allyl cyclohexanepropionate, alpha-methyl-1,3-benzodioxole-5-propionaldehyde, linalyl acetate, Geraniol, d-Limonene, Hydroxy Citronellal, Linalool)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1032,4 Candles,Black Plum & Rhubarb Style Range,10% NH,,"H411, P273, P501","6-Octen-1-ol, 3,7-dimethyl-,acetate, Alpha, AlphaDimethylphenethyl Butyrate, 2-tertButylcyclohexyl Acetate)",Toxic to aquatic life with long lasting effects.,GHS09
4C1033,4 Candles,Black Vanilla,10% NH,,,,,
4C1034,4 Candles,Blackberry,10% NH,Warning,"H412, P102, P501","Ethyl methylphenylglycidate, Cedrol methyl ether, linalyl acetate, 4-tert-butylcyclohexyl acetate, Acetyl cedrene, d-Limonene, Eugenol, Isoeugenol, Citronellol",Harmful to aquatic life with long lasting effects.,
4C1035,4 Candles,Blackberry & Bay,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","Geraniol, Linalool, cis-pMenthan-7-ol, Nerol, 3-Methyl-5-(2,2,3trimethyl-3cyclopenten-1-yl)-4-penten-2-ol, 2,4-Dimethyl-3cyclohexen-1-carboxaldehyde, Para-menthan-3-one)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1036,4 Candles,Blackcurrant,10% NH,Warning,"H412, P102, P501","d-Limonene, Eugenol, Isoeugenol, Citronellol",Harmful to aquatic life with long lasting effects.,
4C1037,4 Candles,Blackcurrant & Nectarine Style Range,10% NH,,"H411, P102, P273, P501","piperonal, Benzyl cinnamate, Citronellol, Eugenol, Linalool, Coumarin, Benzyl alcohol, Cinnamaldehyde, dLimonene, Benzyl benzoate",Toxic to aquatic life with long lasting effects.,GHS09
4C1038,4 Candles,Blackcurrant & Tuberose Style Range,10% NH,,"H411, P102, P273, P501","4-tert-butylcyclohexyl acetate, Iso-E super, Amyl cinnamal, Linalool, Geraniol, Coumarin, alpha-iso-methyl ionone, Citronellol, Hydroxy citronellal, dLimonene, Benzyl benzoate",Toxic to aquatic life with long lasting effects.,GHS09
4C1039,4 Candles,Bliss,10% NH,Warning,"H317, H412, P102, P302+P352, P333+P313, P501","Iso-E Super, alphaHexyl Cinnamaldehyde, Bagdanol, Cyclohexyl salicylate, beta-Naphthyl methyl ether, Methyl ionone, Verdyl propionate; alpha-Hexyl Cinnamaldehyde, Bagdanol, Cyclohexyl salicylate, beta-Naphthyl methyl ether, Methyl ionone, Verdyl propionate, Linalool, dl-Citronellol, Hexyl salicylate, Lemon oil)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
4C1040,4 Candles,Blue Bells,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","pAnisyl acetate, Cinnamaldehyde, Benzyl benzoate, hydroxy citronellal, Eugenol, Linalool, Cinnamyl alcohol, Anisyl alcohol)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1041,4 Candles,Blueberry Muffin,10% NH,Warning,"H317, H412, P102, P302+P352, P333+P313, P501","macrolide, methyl cinnamate, Ethyl methylphenylglycidate, 4-tert-butylcycohexyl acetate, Coumarin)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
4C1042,4 Candles,Bonbon,10% NH,,,,,
4C1043,4 Candles,Boys Danger,10% NH,,"H411, P102, P273, P501",Benzyl benzoate,Toxic to aquatic life with long lasting effects.,GHS09
4C1044,4 Candles,Bubble Gum,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","Piperonal, Cinnamaldehyde, Cinnamyl alcohol, Citral, Amyl cinnamal, Eugenol, Linalool, Coumarin)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1045,4 Candles,Butter Beer Style Range,10% NH,,,,,
4C1046,4 Candles,Caffe Latte,10% NH,,"H411, P102, P273, P501","Methylcylopentenolonone, piperonal, Benzyl alcohol, Benzyl benzoate",Toxic to aquatic life with long lasting effects.,GHS09
4C1047,4 Candles,Camomile,10% NH,Warning,"H412, P102, P501","trans-Anethole, Linalyl acetate, d-Limonene, alpha-Hexylcinnamaldehyde, Coumarin, benzyl salicylate, Linalool",Harmful to aquatic life with long lasting effects.,
4C1048,4 Candles,Candy Cane Style Range,10% NH,,,,,
4C1049,4 Candles,Cardamom Coffee,10% NH,,"H400, H410, H411, H412, P102, P273, P501","Benzyl benzoate, Benzyl alcohol, Linalool, Coumarin, dlCitronellol, Linalyl acetate, Eucalyptus Globulus Oil, Geraniol, Citral; Benzyl benzoate, Benzyl alcohol, Linalool, alpha-Terpineol acetate, Coumarin, Linalyl acetate, dlCitronellol, Cardamom oil, Macrolide, Eucalyptus Globulus Oil, Geraniol, Citral",Very toxic to aquatic life. Very toxic to aquatic life with long lasting effects. Toxic to aquatic life with long lasting effects. Harmful to aquatic life with long lasting effects.,GHS09
4C1050,4 Candles,Caribbean Seas Style Range,10% NH,,"H411, P102, P273, P501","linalyl acetate, 4-tertbutylcyclohexyl acetate, alpha-iso-methyl ionone, Coumarin, alphaHexylcinnamaldehyde, Benzyl benzoate",Toxic to aquatic life with long lasting effects.,GHS09
4C1051,4 Candles,Chai Latte Style Range,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","eucalyptol, piperonal, betaCaryophyllene, Iso-E Super, 4-tert-butylcyclohexyl acetate, alpha-iso-methyl ionone, Coumarin, Cinnamaldehyde, Eugenol, d-Limonene)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1052,4 Candles,Champers & Roses Style Range,10% NH,,"H411, P102, P273, P501","methyl cyclo myrcetone, Hexyl cinnamaldehyde, Musk, Tonalide, Benzyl benzoate)",Toxic to aquatic life with long lasting effects.,GHS09
4C1053,4 Candles,Charming,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","3,7-Dimethyl-1,6-nonadien-3-ol, Acetic acid, anhydride, reaction products with 1,5,10-trimethyl-1,5,9cyclododecatriene, 1-(1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone, alpha-methyl-1,3benzodioxole-5-propionaldehyde, Geraniol, alpha-iso-methyl ionone, Benzyl benzoate, Coumarin, Citronellol, Hydroxy citronellol, Benzyl salicylate, d-Limonene, Linalool)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1054,4 Candles,Cherry,10% NH,,,,,
4C1055,4 Candles,Cherry & Lime Style Range,10% NH,,,,,
4C1056,4 Candles,Cherry & Monoi Style Range,10% NH,,,,,
4C1057,4 Candles,Cherry Rose,10% NH,Warning,"H317, P102, P273, P302+P352, P333+P313, P501","4-4-tert-butylcyclohexyl acetate, Iso E-Super, hexyl salicylate, Hydroxy citronellal, Citronellol, alpha-iso-methyl ionone, Linalool, Benzyl benzoate)",May cause an allergic skin reaction.,GHS07
4C1058,4 Candles,Chestnuts,10% NH,Warning,"H412, P102, P501","Isoeugenyl methyl ether, labdanum absolute, piperonal, Cinnamyl alcohol, Isoeugenol, Coumarin, Benzyl alcohol",Harmful to aquatic life with long lasting effects.,
4C1059,4 Candles,Chocolate,10% NH,Warning,"P102, P501",IsoE Super,,
4C1060,4 Candles,Chocolate Fudge Style Range,10% NH,,"H411, P102, P273, P501",Benzyl benzoate),Toxic to aquatic life with long lasting effects.,GHS09
4C1061,4 Candles,Chocolate Mousse,10% NH,,,,,
4C1062,4 Candles,Chocolate Orange Style Range,10% NH,Warning,"H317, P102, P302+P352, P333+P313, P501","Linalool, Geraniol, Citronellol, Citral)",May cause an allergic skin reaction.,GHS07
4C1063,4 Candles,Choo,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","geranyl acetate, hexyl salicylate, ethyl linalol, d-Limonene, Linalool, Benzyl salicylate)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1064,4 Candles,Christmas Hearth Style Range,10% NH,Warning,"H317, P102, P302+P352, P333+P313, P501","alpha-Methylcinnamaldehyde, Fir/Pine needle oil, Hexyl cinnamaldehyde, Cinnamon leaf oil, Benzyl salicylate, Decanal, Cinnamaldehyde, Citral, 4-tert-Butylcyclohexyl acetate)",May cause an allergic skin reaction.,GHS07
4C1065,4 Candles,Cinnamon Buns Style Range,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","piperonal, Benzyl cinnamate, Eugenol, Coumarin, Cinnamyl alcohol, Benzyl benzoate)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1066,4 Candles,Cinnamon Latte Style Range,10% NH,,,,,
4C1067,4 Candles,Cinnamon Sticks Style Range,10% NH,Warning,"H317, P102, P302+P352, P333+P313, P501","Isoeugenol, Coumarin)",May cause an allergic skin reaction.,GHS07
4C1068,4 Candles,Citronella,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","linalool, Eugenol, dLimonene, Citronellol)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1069,4 Candles,Clove,10% NH,,,,,
4C1070,4 Candles,Coconut,10% NH,Warning,"H412, P102, P501","piperonal, cinnamaldehyde, d-Limonene, Linalool, Coumarin",Harmful to aquatic life with long lasting effects.,
4C1071,4 Candles,Coconut Beach Style Range,10% NH,,,,,
4C1072,4 Candles,Cognac & Cuban Style Range,10% NH,,,,,
4C1073,4 Candles,Cola Cubes,10% NH,Warning,"H412, P102, P501","Iso-E Super, Linalool, Coumarin, Cinnamaldehyde, Eugenol, Citral, d-Limonene",Harmful to aquatic life with long lasting effects.,
4C1074,4 Candles,Confetti Style Range,10% NH,,,,,
4C1075,4 Candles,Cool Citrus Basil Style Range,10% NH,Warning,"H412, P102, P501","alpha-methyl-1,3-benzodioxole-5propionaldehyde, Nopyl acetate, Iso E-Super, Linalyl acetate, hydroxycitronellal, d-Limonene, citronellol, linalool",Harmful to aquatic life with long lasting effects.,
4C1076,4 Candles,Cotton Candy,10% NH,Warning,"H412, P102, P501","pAnisyl acetate, Linalyl acetate, alpha-iso-methyl ionone, d-Limonene, Coumarin, Linalool, alphaHexylcinnamaldehyde, Benzyl Benzoate",Harmful to aquatic life with long lasting effects.,
4C1077,4 Candles,Cotton Clean,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","3,7-Dimethyl-1,6-nonadien-3ol, hexyl salicylate, Dihydroterpinyl acetate, Iso E-Super, 4-tert-butylcyclohexyl acetate, Benzyl benzoate, Eugenol, Benzyl salicylate, Geraniol, Citronellol, Coumarin, alphaiso-methyl ionone, Linalool)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1078,4 Candles,Cotton Comfort,10% NH,,,,,
4C1079,4 Candles,Cracklin Campfire,10% NH,Warning,"H317, H400, H410, H411, P102, P273, P302+P352, P333+P313, P501","Texas cedarwood oil, Coumarin)",May cause an allergic skin reaction. Very toxic to aquatic life. Very toxic to aquatic life with long lasting effects. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1080,4 Candles,Cranberry,10% NH,,,,,
4C1081,4 Candles,Cranberry Marmalade Style Range,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","4-tertbutylcyclohexyl acetate, alphamethylcinnamaldehyde, Citral, Benzyl alcohol, Linalool, Eugenol, Coumarin)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1082,4 Candles,Creed,10% NH,,,,,
4C1083,4 Candles,Creme Brulee Style Range,10% NH,,"H411, P102, P273, P501","Piperonal, Coumarin, Benzyl benzoate)",Toxic to aquatic life with long lasting effects.,GHS09
4C1084,4 Candles,Cucumber,10% NH,Warning,"H317, H412, P102, P302+P352, P333+P313, P501","Linalool, Benzyl acetate, Helional, Citral)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
4C1085,4 Candles,Daffodil,10% NH,,,,,
4C1086,4 Candles,Daisy,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","Musk, 3Methylcyclopentadecenone, alpha-iso ionone, Exaltolide, Cedarwood oil, Virginia, Linalyl acetate)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1087,4 Candles,Damask Rose,10% NH,,,,,
4C1088,4 Candles,Dame,10% NH,,,,,
4C1089,4 Candles,Dance,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","Linalool, methyl cyclo myrcetone, Linalyl acetate, Geraniol, Benzyl salicylate)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C1090,4 Candles,Dark Fruits Style Range,10% NH,,,,,
4C1091,4 Candles,Deep Sea Minerals Style Range,10% NH,,,,,
4C1092,4 Candles,Delicious,10% NH,,,,,
4C1093,4 Candles,Desert Spice,10% NH,Warning,"H317, H412, P102, P302+P352, P333+P313, P501","methyl ester of rosin (partially hydrogenated), coumarin, cinnamon leaf oil)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
4C1094,4 Candles,Detol,10% NH,,,,,
4C1095,4 Candles,Dewberry,10% NH,,,,,
4C1096,4 Candles,Diamonds,10% NH,Warning,"H317, H412, P102, P302+P352, P333+P313, P501","macrolide, ethyl linalol, Geraniol Citronellol, Linalool, alpha-iso-methyl ionone, d-Limonene, alphaHexylcinnamaldehyde)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
4C1097,4 Candles,Dragons Blood Style Range,10% NH,,,,,
4C1098,4 Candles,Dreams,10% NH,,,,,
4C1099,4 Candles,Earl Grey & Cucumber Style Range,10% NH,,,,,
4C10100,4 Candles,Enchanted Forest Style Range,10% NH,,,,,
4C10101,4 Candles,Energising Mehr,10% NH,Warning,"H317, H412, P102, P302+P352, P333+P313, P501","Linalool, Linalyl acetate, Cedryl methyl ether, Iso-E Super, beta-Ionone, Benzyl benzoate, alpha-Methyl cinnamaldehyde, Citronellol, Eugenol, Geraniol, Cinnamaldehyde, Hexyl cinnamaldehyde, Amyl cinnamal, transAnethole natural, Terpinolene, d-Limonene, Geranyl acetate, Coumarin; Linalyl acetate, Cedryl methyl ether, Iso-E Super, beta-Ionone, Benzyl benzoate, alphaMethyl cinnamaldehyde, Citronellol, Eugenol, Geraniol, Cinnamaldehyde, Hexyl cinnamaldehyde, Amyl cinnamal, trans-Anethole natural, Terpinolene, d-Limonene, Geranyl acetate, Coumarin) Under CLP legislation, other elements must also be included on your label including your contact and address details. For information on other elements of CLP , please contact your local trading standards team",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
4C10102,4 Candles,English Pear & Freesia Style Range,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","3,7-Dimethyl-1,6-nonadien-3-ol, Hexyl Salicylate, Citronellol, Citral, d-Limonene)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C10103,4 Candles,English Rose Style Range,10% NH,,"H411, P102, P273, P501","Nerol, Hydroxy citronellal, Eugenol, Geraniol, Citronellol, Benzyl benzoate",Toxic to aquatic life with long lasting effects.,GHS09
4C10104,4 Candles,Eucalpytus,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","Coumarin, Cornmint oil (Mentha arvensisoil)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C10105,4 Candles,Fairy Magic Style Range,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","Acetic acid, anhydride, Cedrol methyl ether, linalyl acetate, 4-tertbutylcyclohexyl acetate, 3,7-Dimethyl-1,6nonadien-3-ol, d-Limonene, Citronellol, alpha-isomethyl ionone, Benzyl salicylate, Linalool)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C10106,4 Candles,Feng Shui Fire,10% NH,,,,,
4C10107,4 Candles,Feng Shui Wood,10% NH,,,,,
4C10108,4 Candles,Fireside Style Range,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","Cedarwood oil Virginia, Linalool, Coumarin, Eucalyptus globulus oil, Methyl atrarate, Orange peel oil, sweet, Linalyl acetate)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C10109,4 Candles,Floral Garland Style Range,10% NH,,,,,
4C10110,4 Candles,Floralbomb,10% NH,,,,,
4C10111,4 Candles,Fluffy Towels Style Range,10% NH,Warning,"H317, H412, P102, P302+P352, P333+P313, P501","Isohexenyl cyclohexenyl carboxaldehyde, Iso E-Super, Geraniol, Linalool, Eugenol, alpha-iso-methyl ionone, Citronellol, Benzyl Salicylate)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
4C10112,4 Candles,Forest Fruit Style Range,10% NH,Warning,"H317, H411, P102, P273, P302+P352, P333+P313, P501","Linalool, Geraniol, Green acetate, 4-tert-Butylcyclohexyl acetate, Citronellol, Benzyl salicylate, Lemon oil, Orange peel oil sweet, Amyl cinnamal)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
4C10113,4 Candles,Fountain Of Youth Style Range,10% NH,,"H411, P102, P273, P501","linalyl acetate, 4tert-butylcyclohexyl acetate, Geraniol, alpha-iso-methyl ionone, alphaHexylcinnamaldehyde, Coumarin, dLimonene, Linalool, Benzyl benzoate",Toxic to aquatic life with long lasting effects.,GHS09
4C10114,4 Candles,Frangipane Style Range,10% NH,,,,,
4C10115,4 Candles,Frankincense & Myrrh Style Range,10% NH,,"H411, P102, P273, P501","Coumarin, dLimonene, Citronellol, Linalool, Linalyl acetate, Benzyl benzoate) May produce an allergic skin reaction",Toxic to aquatic life with long lasting effects.,GHS09
4C10116,4 Candles,Freesias Style Range,10% NH,Warning,"H317, P102, P302+P352, P333+P313, P501","Iso E-Super, geraniol, Benzyl alcohol, Benzyl benzoate, alphaHexylcinnamaldehyde, d-Limonene, Eugenol, Citronellol, benzyl salicylate)",May cause an allergic skin reaction.,GHS07
4C10117,4 Candles,French Macarons,10% NH,,,,,
4C10118,4 Candles,Fresh,10% NH,,,,,
4C10119,4 Candles,Fresh Bread Style Range,10% NH,,"H411, P273, P501",Benzyl benzoate),Toxic to aquatic life with long lasting effects.,GHS09
4C10120,4 Candles,Fresh Coffee Style Range,10% NH,,"H411, P273, P501",Benzyl benzoate),Toxic to aquatic life with long lasting effects.,GHS09
4C10121,4 Candles,Fresh Cut Grass,10% NH,Warning,"H317, H412, P102, P302+P352, P333+P313, P501","cis-4- (isopropyl)cyclohexanemethanol, 1,2,3,4,5,6,7,8Octahydro-8,8-dimethyl-2-naphthaldehyde, 2Methyl-3-(p-isopropylphenyl)propionaldehyde, 2,4-Dimethyl-3-cyclohexen-1-carboxaldehyde, Hydroxycitronellal)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
