ID Code,Supplier,Fragrance Name,Base,Signal Word,CLP Data,Contains,Warning,Pictogram
FOS25468,Fragrance Oil Studio,Zap Bicarb,25% Augeo,Warning,"H317, H319, H411, P273, P302+P352, P333+P313, P501","2,2-dimethyl-1,3-dioxolan-4-ylmethanol, 2,4-DIMETHYL-3CYCLOHEXENE CARBOXALDEHYDE, 3-(2H-1,3-BENZODIOXOL-5YL)-2-METHYLPROPANAL, 3-(O&P-ETHYLPHENYL)-2,2DIMETHYLPROPIONALDEHYDE, 4-(1-METHYLETHYL)- CYCLOHEXANEMETHANOL, ACETYLCEDRENE, CITRONELLOL, CYCLAMEN ALDEHYDE, DELTA-DAMASCONE, EUCALYPTOL, GERANIOL, HELIOTROPINE, HEXYL CINNAMAL, HEXYL SALICYLATE, LIMONENE, LINALYL ACETATE, METHYLUNDECANAL, TETRAHYDROLINALOOL. (LINALOOL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Causes serious eye irritation. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25469,Fragrance Oil Studio,Zap French Soap,25% Augeo,Warning,"H319, H412, P273, P501","2,2-dimethyl-1,3-dioxolan-4-ylmethanol, CITRONELLAL, CITRONELLOL, EUCALYPTOL, GERANIOL, HEXYL CINNAMAL, LIMONENE, TERPINOLENE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES",Causes serious eye irritation. Harmful to aquatic life with long lasting effects.,GHS07
FOS25470,Fragrance Oil Studio,Zesty Coconut,25% Augeo,Warning,"H317, H319, H411, P273, P302+P352, P333+P313, P501","2,2-dimethyl1,3-dioxolan-4-ylmethanol, CITRAL, ETHYL METHYLPHENYLGLYCIDATE. (LIMONENE)",May cause an allergic skin reaction. Causes serious eye irritation. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25471,Fragrance Oil Studio,Zesty Odour Eliminator,25% Augeo,Warning,"H317, H319, P302+P352, P333+P313, P501","2,2-dimethyl-1,3-dioxolan-4ylmethanol, AMYL CINNAMAL, CITRAL, HYDROXYCITRONELLAL, LINALOOL, TRANSANETHOLE. (LIMONENE)",May cause an allergic skin reaction. Causes serious eye irritation.,GHS07
FOS25472,Fragrance Oil Studio,Zesty Spring Awakening,25% Augeo,Warning,"H317, H319, H412, P273, P302+P352, P333+P313, P501","2,2-dimethyl-1,3-dioxolan-4ylmethanol, 2,4-DIMETHYL-3-CYCLOHEXENE CARBOXALDEHYDE, ALLYL CYCLOHEXYLPROPIONATE, CITRAL, CITRONELLOL, DELTA-DAMASCONE, LIMONENE, METHYLUNDECANAL. (BENZYL SALICYLATE, HEXYL CINNAMAL, HEXYL SALICYLATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Causes serious eye irritation. Harmful to aquatic life with long lasting effects.,GHS07
FOS25473,Fragrance Oil Studio,A Goodnight Kiss,25% NH,Warning,"H317, H411, P302+P352, P333+P313, P501","ACETYL CEDRENE, CITRONELLOL, COUMARIN, GERANIOL, GERANYL ACETATE, HELIOTROPINE, ISOEUGENOL, LIMONENE, LINALYL ACETATE, NERYL ACETATE, PENTADECALACTONE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES. (ALPHAISOMETHYL IONONE, BENZYL SALICYLATE, LINALOOL)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25474,Fragrance Oil Studio,Acqua Di Colonia,25% NH,Warning,"H315, H317, H319, H412, P273, P302+P352, P333+P313, P501","BETA-PINENES, COUMARIN, EUCALYPTOL, EUGENOL, GERANYL ACETATE, HYDROXYCITRONELLAL. (CITRAL, LIMONENE, LINALOOL, LINALYL ACETATE)",Causes skin irritation. May cause an allergic skin reaction. Causes serious eye irritation. Harmful to aquatic life with long lasting effects.,GHS07
FOS25475,Fragrance Oil Studio,Adored,25% NH,Warning,"H317, H411, P302+P352, P333+P313, P501","(E)-1-(2,6,6TRIMETHYL-1,3-CYCLOHEXADIEN-1-YL)-2-BUTEN-1-ONE, (ETHOXYMETHYL)CYCLODODECANE, 3-(2H-1,3-BENZODIOXOL5-YL)-2-METHYLPROPANAL, ALPHA-ISOMETHYL IONONE, CITRONELLOL, GERANIOL, GERANYL ACETATE, HYDROXYCITRONELLAL, LIMONENE, LINALYL ACETATE. (BENZYL SALICYLATE, ETHYL LINALOOL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25476,Fragrance Oil Studio,After Dark,25% NH,Warning,"H317, H411, P302+P352, P333+P313, P501","(1S,2R,5S,7R,8R) -8-METHOXY-2,6,6,8-TETRAMETHYLTRICYCLO[5.3.1.0^{1,5}] UNDECANE, 3-(2H-1,3-BENZODIOXOL-5-YL)-2METHYLPROPANAL, DELTA-DAMASCONE, DIHYDRO PENTAMETHYLINDANONE (DPMI), ETHYL LINALOOL, LINALYL ACETATE. (BENZYL SALICYLATE, LINALOOL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25477,Fragrance Oil Studio,Alien Invasion,25% NH,Warning,"H317, H412, P302+P352, P333+P313, P501","(1S,2R,5S,7R,8R)-8-METHOXY2,6,6,8-TETRAMETHYLTRICYCLO[5.3.1.0^{1,5}]UNDECANE, (E)-1- (2,6,6-TRIMETHYL-1,3-CYCLOHEXADIEN-1-YL)-2-BUTEN-1-ONE, 3- (2H-1,3-BENZODIOXOL-5-YL)-2-METHYLPROPANAL, COUMARIN, ETHYL LINALOOL, GERANIOL, GERANYL ACETATE, HELIOTROPINE, ISOEUGENOL, METHYL 2,6,10TRIMETHYLCYCLODODECA-2,5,9-TRIENYL KETONE. (BENZYL SALICYLATE, HEXYL CINNAMAL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
FOS25478,Fragrance Oil Studio,Aloe & Cucumber,25% NH,,,"3-(2H-1,3-BENZODIOXOL-5-YL)-2-METHYLPROPANAL, DELTADAMASCONE, ETHYL 3-PHENYLGLYCIDATE, ETHYL METHYLPHENYLGLYCIDATE, LINALOOL.",,
FOS25479,Fragrance Oil Studio,Amber Musk,25% NH,Warning,"H411, P273, P501","ALPHA-ISOMETHYL IONON E, COUMARIN, LIMONENE, LINALOOL, LINALYL ACETATE",Toxic to aquatic life with long lasting effects.,GHS09
FOS25480,Fragrance Oil Studio,Amber Noir,25% NH,Warning,"H317, H411, P302+P352, P333+P313, P501","2,2,6TRIMETHYL-a-PROPYLCYCLOHEXANEPROPANOL, ALPHAISOMETHYL IONONE, BENZYL SALICYLATE, DELTADAMASCONE, ETHYL LINALOOL, GERANIOL, HEXYL CINNAMAL, LIMONENE, LINALOOL, LINALYL ACETATE. (TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25481,Fragrance Oil Studio,Apertivo,25% NH,Warning,"H317, P302+P352, P333+P313, P501","CINNAMAL, CITRAL, LINALOOL. (LIMONENE)",May cause an allergic skin reaction.,GHS07
FOS25482,Fragrance Oil Studio,Apostle,25% NH,Warning,"H317, H411, P302+P352, P333+P313, P501",CITRAL. (TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES),May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25483,Fragrance Oil Studio,Apple Bonbon,25% NH,Warning,"H317, H412, P302+P352, P333+P313, P501","ALLYL CYCLOHEXYLPROPIONATE. (DELTADAMASCONE, ETHYL METHYLPHENYLGLYCIDATE, LIMONENE)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
FOS25484,Fragrance Oil Studio,Apple Slush,25% NH,Warning,"H411, P273, P501","2,4-DIMETHYL-3-CYCLOHEXENE CARBOXALDEHYDE",Toxic to aquatic life with long lasting effects.,GHS09
FOS25485,Fragrance Oil Studio,Aquamusk Odouraze,25% NH,Warning,"H315, H317, H319, H412, P273, P302+P352, P333+P313, P501","3,4,5,6,6-PENTAMETHYLHEPT-3-EN-2ONE (AND ISOMERS), ALPHA-ISOMETHYL IONONE, BETA-PINENES, EUCALYPTOL, HYDROXYCITRONELLAL, LIMONENE. (ACETYL CEDRENE, HEXYL CINNAMAL, LINALOOL, LINALYL ACETATE)",Causes skin irritation. May cause an allergic skin reaction. Causes serious eye irritation. Harmful to aquatic life with long lasting effects.,GHS07
FOS25486,Fragrance Oil Studio,Arabian Sunset,25% NH,Warning,"H317, H411, P302+P352, P333+P313, P501","CITRONELLOL, COUMARIN, GERANIOL, TETRAHYDROLINALOOL, TETRAMETHYLTRICYCLOPROPANOL. (TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25487,Fragrance Oil Studio,Articulated Lingonberry,25% NH,Warning,"H317, H319, H411, P273, P302+P352, P333+P313, P501","2,4-DIMETHYL-3-CYCLOHEXENE CARBOXALDEHYDE, ACETYLCEDRENE, ALPHA-ISOMETHYL IONONE, ALPHAPINENES, CITRAL, CITRONELLYL FORMATE, GERANYL FORMATE, HELIOTROPINE, ISOMENTHONE, NEROL. (BENZYL SALICYLATE, CITRONELLOL, GERANIOL, LINALOOL)",May cause an allergic skin reaction. Causes serious eye irritation. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25488,Fragrance Oil Studio,Athena,25% NH,Warning,"H412, P273, P501","BENZYL SALICYLATE, HEXYL CINNAMA L, HYDROXYCITRONELLAL, LIMONENE, LINALOOL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES",Harmful to aquatic life with long lasting effects.,GHS09
FOS25489,Fragrance Oil Studio,Avocado With Attitude,25% NH,Warning,"H317, P302+P352, P333+P313, P501","2,4-DIMETHYL-3-CYCLOHEXENE CARBOXALDEHYDE, ALPHAISOMETHYL IONONE, CITRAL, CYCLAMEN ALDEHYDE, ETHYL METHYLPHENYLGLYCIDATE, LINALYL ACETATE, METHYL OCTINE CARBONATE. (LIMONENE, LINALOOL)",May cause an allergic skin reaction.,GHS07
FOS25490,Fragrance Oil Studio,Baby Oint-Mint,25% NH,Warning,"H317, H412, P302+P352, P333+P313, P501","ALPHA-PINENES, ISOMENTHONE, L-LIMONENE, L-MENTHANONE. (EUCALYPTOL)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
FOS25491,Fragrance Oil Studio,Baby Powder,25% NH,Warning,"H317, H319, H412, P302+P352, P333+P313, P501","COUMARIN, LIMONENE, METHYL CINNAMATE. (4-TERT-BUTYLCYCLOHEXYL ACETATE, CITRONELLOL, LINALOOL)",May cause an allergic skin reaction. Causes serious eye irritation. Harmful to aquatic life with long lasting effects.,GHS07
FOS25492,Fragrance Oil Studio,Bae Watch,25% NH,,,,,
FOS25493,Fragrance Oil Studio,Baked Gingerbread,25% NH,Warning,"H317, H412, P302+P352, P333+P313, P501","COUMARIN, EUCALYPTOL, LINALOOL, METHYLCINNAMIC ALDEHYDE, METHYLCYCLOPENTENOLONE. (CINNAMAL, EUGENOL)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
FOS25494,Fragrance Oil Studio,Bathe The Baby,25% NH,Warning,,"(1R)-NOPYL ACETATE, 3-(2H-1,3-BENZODIOXOL-5-YL)-2METHYLPROPANAL, CARVONE, CYCLAMEN ALDEHYDE, DELTADAMASCONE, ETHYL LINALOOL.",,
FOS25495,Fragrance Oil Studio,Beach Paradise,25% NH,Warning,"H315, H317, H411, P273","3-(2H-1,3-BENZODIOXOL-5-YL)-2-METHYLPROPANAL, COUMARIN, CYCLAMEN ALDEHYDE, HELIOTROPINE, HYDROXYCITRONELLAL, LINALOOL. (BENZYL SALICYLATE, LIMONENE, LINALYL ACETATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",Causes skin irritation. May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25496,Fragrance Oil Studio,Beijos,25% NH,Warning,"H317, H411, P302+P352, P333+P313, P501","3-(2H-1,3BENZODIOXOL-5-YL)-2-METHYLPROPANAL, COUMARIN, DELTADAMASCONE, HYDROXYCITRONELLAL, LINALOOL, PENTADECALACTONE. (BENZYL SALICYLATE, ETHYL LINALOOL, HEXYL SALICYLATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25497,Fragrance Oil Studio,Believe,25% NH,Warning,"H317, H411, P302+P352, P333+P313, P501","(1S,2R,5S,7R,8R) -8-METHOXY-2,6,6,8TETRAMETHYLTRICYCLO[5.3.1.0^{1,5}] UNDECANE, 3-(2H-1,3-BENZODIOXOL-5YL)-2METHYLPROPANAL, BENZYL SALICYLATE, ETHYL LINALOOL, LIMONENE, LINALOOL, LINALYL ACETATE. (ACETYL CEDRENE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25498,Fragrance Oil Studio,Bergaluxe Odouraze,25% NH,Warning,"H317, H411, P302+P352, P333+P313, P501","3-(2H-1,3BENZODIOXOL-5-YL)-2METHYLPROPANAL, CITRAL, CITRONELLOL, DIHYDRO PENTAMETHYLINDANONE (DPMI), DLLIMONENE, ETHYL LINALOOL, HELIOTROPINE, LINALOOL. (LIMONENE, LINALYL ACETATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25499,Fragrance Oil Studio,Bergamot & Wild Poppy,25% NH,Warning,"H317, H411, P302+P352, P333+P313, P501","(E)-1-(2,6,6TRIMETHYL-1,3-CYCLOHEXADIEN-1-YL)-2-BUTEN-1-ONE, ALPHAISOMETHYL IONONE, CITRONELLOL, GERANIOL, ISOEUGENOL, LIMONENE, LINALOOL, LINALYL ACETATE, PENTADECALACTONE. (TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25500,Fragrance Oil Studio,Bermuda Beach,25% NH,Warning,"H317, H319, H411, P273, P302+P352, P333+P313, P501","3-(2H-1,3-BENZODIOXOL-5-YL)-2-METHYLPROPANAL, 4-(1METHYLETHYL)-CYCLOHEXANEMETHANOL, ANISE ALCOHOL, CYCLAMEN ALDEHYDE, DIMETHYL HEPTENAL, EUGENOL, HELIOTROPINE, HEXYL SALICYLATE, LINALOOL, P-ANISYL ACETATE, TETRAHYDROLINALOOL. (2,6DIMETHYL-7-OCTEN-2-OL, GERANIOL, LIMONENE, TETRAMETHYL-4METHYLENEHEPTAN-2-ONE)",May cause an allergic skin reaction. Causes serious eye irritation. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25501,Fragrance Oil Studio,Berry Bubbles,25% NH,,"H412, P273, P501","1-METHYL-2-(5METHYLHEX-4-EN2-YL)CYCLOPROPYL)METHANOL, CITRONELLOL, DELTA-DAMASCONE, GERANIO L, LIMONENE, LINALOOL, NEROL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES",Harmful to aquatic life with long lasting effects.,GHS09
FOS25502,Fragrance Oil Studio,Bewitched,25% NH,Warning,"H317, H412, P302+P352, P333+P313, P501","CITRONELLOL, HELIOTROPINE, ISOEUGENOL. (TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
FOS25503,Fragrance Oil Studio,Biggest Cheerleader,25% NH,Warning,"H317, H411, P302+P352, P333+P313, P501","4-TERTBUTYLCYCLOHEXYL ACETATE, ALPHA-ISOMETHYL IONONE, COUMARIN, GERANYL ACETATE. (TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25504,Fragrance Oil Studio,Bitter Orange & Cedarwood,25% NH,Warning,"H317, H411, P302+P352, P333+P313, P501","ALPHAISOMETHYL IONONE, COUMARIN, DELTA-DAMASCONE, EUGENOL, LIMONENE, LINALOOL, LINALYL ACETATE. (TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25505,Fragrance Oil Studio,Black Cherry,25% NH,Warning,"H317, H412, P302+P352, P333+P313, P501","EUGENOL, METHYLCINNAMIC ALDEHYDE. (ETHYL METHYLPHENYLGLYCIDATE, ISOEUGENOL)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
FOS25506,Fragrance Oil Studio,Black Magic,25% NH,Warning,"H317, P302+P352, P333+P313, P501","ALLYL CYCLOHEXYLPROPIONATE, CITRAL-ACID ISOMERIZED, LINALOOL, NEROL. (CINNAMAL, CITRAL, ETHYL METHYLPHENYLGLYCIDATE, LINALYL ACETATE)",May cause an allergic skin reaction.,GHS07
FOS25507,Fragrance Oil Studio,Black Obsidian,25% NH,Warning,"H317, H412, P302+P352, P333+P313, P501","(1S,2R,5S,7R,8R)-8-METHOXY2,6,6,8-TETRAMETHYLTRICYCLO[5.3.1.0^{1,5}]UNDECANE, 3-(2H1,3-BENZODIOXOL-5-YL)-2-METHYLPROPANAL, ALPHAISOMETHYL IONONE, COUMARIN, ETHYL LINALOOL, METHYL 2,6,10-TRIMETHYLCYCLODODECA-2,5,9-TRIENYL KETONE. (4-TERTBUTYLCYCLOHEXYL ACETATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
FOS25508,Fragrance Oil Studio,Black Pepper & Ginger,25% NH,Warning,"H317, H412, P302+P352, P333+P313, P501","CITRONELLOL, COUMARIN, LIMONENE, LINALOOL, LINALYL ACETATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES. (HEXYL CINNAMAL)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
FOS25509,Fragrance Oil Studio,Blenheim Abbey,25% NH,Warning,"H317, P302+P352, P333+P313, P501","EUCALYPTOL, GERANIAL, GERANIOL, ISOEUGENOL, LIMONENE, LINALOOL, NERAL, TETRAHYDROLINALOOL. (LINALYL ACETATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction.,GHS07
FOS25510,Fragrance Oil Studio,Blood Orange & Oakwood,25% NH,Warning,"H317, H411, P302+P352, P333+P313, P501","ALPHAISOMETHYL IONONE, CITRONELLOL, COUMARIN, LINALYL ACETATE, NEROLIDOL ISOMERS. (4-TERT-BUTYLCYCLOHEXYL ACETATE, LIMONENE, LINALOOL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25511,Fragrance Oil Studio,Blue Cave,25% NH,Warning,"H317, H412, P302+P352, P333+P313, P501","2,4-DIMETHYL-3-CYCLOHEXENE CARBOXALDEHYDE, ALLYL CYCLOHEXYLPROPIONATE, CITRONELLOL, LINALOOL. (4-TERTBUTYLCYCLOHEXYL ACETATE, LIMONENE)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
FOS25512,Fragrance Oil Studio,Blueberry Frosting,25% NH,Warning,"H317, P302+P352, P333+P313, P501","ETHYL METHYLPHENYLGLYCIDATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, TRANS-ROSE KETONE-2. (LINALOOL)",May cause an allergic skin reaction.,GHS07
FOS25513,Fragrance Oil Studio,Blueberry Slush,25% NH,,,"DIMETHYLHYDROXY FURANONE, ETHYL METHYLPHENYLGLYCIDATE.",,
FOS25514,Fragrance Oil Studio,Blush Clouds,25% NH,,,"(1S,2R,5S,7R,8R)-8-METHOXY-2,6,6,8TETRAMETHYLTRICYCLO[5.3.1.0^{1,5}]UNDECANE, METHYL ATRATATE, TETRAMETHY L ACETYLOCTAHYDRONAPHTHALENES.",,
FOS25515,Fragrance Oil Studio,Blush Lemon,25% NH,Warning,"H317, H412, P302+P352, P333+P313, P501","ALLYL CYCLOHEXYLPROPIONATE, CITRAL-ACID ISOMERIZED. (CITRAL, LIMONENE)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
FOS25516,Fragrance Oil Studio,Blush Silk,25% NH,Warning,"H317, H411, P302+P352, P333+P313, P501","3-(2H-1,3BENZODIOXOL-5-YL)-2-METHYLPROPANAL, 4-TERTBUTYLCYCLOHEXYL ACETATE, DELTA-DAMASCONE. (LINALOOL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25517,Fragrance Oil Studio,Bodi Posi,25% NH,,"H411, P273, P501","HELIOTROPINE, P-ANISYL ACETATE",Toxic to aquatic life with long lasting effects.,GHS09
FOS25518,Fragrance Oil Studio,Body Positivity Odour Eliminator,25% NH,Warning,"H317, H412, P302+P352, P333+P313, P501","(E)-1-(2,6,6-TRIMETHYL-1,3CYCLOHEXADIEN-1-YL)-2-BUTEN-1-ONE, BENZYL SALICYLATE, COUMARIN, HELIOTROPINE, METHYL ATRATATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES. (TETRAHYDROLINALOOL)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
FOS25519,Fragrance Oil Studio,Booty Bounce,25% NH,Warning,"H317, P302+P352, P333+P313, P501","(ETHOXYMETHYL)CYCLODODECANE. (METHYL ATRATATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction.,GHS07
FOS25520,Fragrance Oil Studio,Bora Bora,25% NH,Warning,"H317, H319, H400, H412, P273, P302+P352, P333+P313, P501","(1S,5S)-6,6-DI METHYL-2METHYLIDENEBICYCLO[3.1.1]HEPTANE, 2,4-DIMETHYL-3CYCL OHEXENE CARBOXALDEHYDE, 4-(1-METHYLETHYL)- CYCLOHEXANEMETHANOL, CITR ONELLOL, DELTADAMASCONE, GERANIOL, NERYL ACETATE. (LINALOOL, TETRAHYDROLINALOOL)",May cause an allergic skin reaction. Causes serious eye irritation. Very toxic to aquatic life. Harmful to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25521,Fragrance Oil Studio,Bossy,25% NH,Warning,"H317, H411, P302+P352, P333+P313, P501","(1S,2R,5S,7R,8R) -8-METHOXY-2,6,6,8-TETRAMETHYLTRICYCLO[5.3.1.0^{1,5}] UNDECANE, 2,2,6-TRIMETHYL-aPROPYLCYCLOHEXANEPROPANOL, 3-(2H-1,3-BENZODIOXOL-5YL)-2-METHYLPROPANAL, ACETYLCEDRENE, ETHYL LINALOOL, LIMONENE, LINALOOL, LINALYL ACETATE. (TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25522,Fragrance Oil Studio,Bramley Apple Pie,25% NH,Warning,"H317, H412, P302+P352, P333+P313, P501","BENZYL SALICYLATE, ETHYL 3PHENYLGLYCIDATE, ETHYL METHYLPHENYLGLYCIDATE, EUCALYPTOL, HEXYL CINNAMAL, LINALOOL, METHYL CINNAMATE. (COUMARIN, EUGENOL, METHYLCINNAMIC ALDEHYDE)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
FOS25523,Fragrance Oil Studio,Brightest Star,25% NH,Warning,"H317, H411, P302+P352, P333+P313, P501","(ETHOXYMETHYL)CYCLODODECANE, ALLYL CYCLOHEXYLPROPIONATE, ALPHA-ISOMETHYL IONONE, DELTA-DAMASCONE, ETHYL LINALOOL, LIMONENE. (HEXYL CINNAMAL, LINALOOL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25524,Fragrance Oil Studio,Bring The Heat,25% NH,Warning,"H317, H412, P302+P352, P333+P313, P501","4-TERT-BUTYLCYCLOHEXYL ACETATE, ALPHA-ISOMETHYL IONONE, CITRONELLOL, LINALYL ACETATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES. (LINALOOL)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
FOS25525,Fragrance Oil Studio,Burning Cherry,25% NH,Warning,"H317, H411, P302+P352, P333+P313, P501","(E)-1-(2,6,6TRIMETHYL-1,3CYCLOHEXADIEN-1-YL)-2-BUTEN-1-ONE, BENZYL SALICYLATE, BULNESIA SARMIENTI OIL, COUMARIN, DIHYDRO PENTAMETHYLINDANONE (DPMI), ETHYL LINALOOL, HELIOTROPINE, HEXYL SALICYLATE, HYDROXYCITRONELLAL, ISOEUGENOL. (4-TERTBUTYLCYCLOHEXYL ACETATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES)",May cause an allergic skin reaction. Toxic to aquatic life with long lasting effects.,"GHS07, GHS09"
FOS25526,Fragrance Oil Studio,Butt Lift,25% NH,Warning,"H317, H412, P302+P352, P333+P313, P501","(E)-1-(2,6,6-TRIMETHYL1,3CYCLOHEXADIEN-1-YL)-2-BUTEN-1-ONE, BENZYL SALICYLATE, COUMARIN, METHYL ATRATATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES. (ETHYL LINALOOL)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
FOS25527,Fragrance Oil Studio,Butt Lift & Coffee,25% NH,Warning,"H317, P302+P352, P333+P313, P501","(E)-1-(2,6,6-TRIMETHYL-1,3-CYCLOHEXADIEN-1-YL)-2-BUTEN-1ONE, BENZYL SALICYLATE, COUMARIN, HELIOTROPINE, METHYL ATRATATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES. (ETHYL LINALOOL)",May cause an allergic skin reaction.,GHS07
FOS25528,Fragrance Oil Studio,Butt Lift & Peach,25% NH,Warning,"H317, H412, P302+P352, P333+P313, P501","(E)-1-(2,6,6-TRIMETHYL-1,3CYCLOHEXADIEN-1-YL)-2-BUTEN-1-ONE, COUMARIN, HELIOTROPINE, LIMONENE, METHYL ATRATATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES. (BENZYL SALICYLATE, LINALOOL)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
FOS25529,Fragrance Oil Studio,Butt Lift & Raspberry,25% NH,Warning,"H317, P302+P352, P333+P313, P501","(E)-1-(2,6,6-TRIMETHYL-1,3-CYCLOHEXADIEN-1-YL)-2-BUTEN-1ONE, BENZYL SALICYLATE, COUMARIN, DELTA-DAMASCONE, ETHYL METHYLPHENYLGLYCIDATE, HELIOTROPINE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES. (ETHYL LINALOOL)",May cause an allergic skin reaction.,GHS07
FOS25530,Fragrance Oil Studio,Butt Lift & Tropical Fruits,25% NH,Warning,"H317, H412, P302+P352, P333+P313, P501","COUMARIN, DELTA-DAMASCONE, DIMETHYL HEPTENAL, HELIOTROPINE, METHYL ATRATATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES. (BENZYL SALICYLATE, ETHYL LINALOOL, LIMONENE)",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
